row_index,model,fluency_original,code_mixing_naturalness_original,hindi_grammar_original,prompt_adherence_original,spelling_consistency_original,overall_original,fluency_perturbed,code_mixing_naturalness_perturbed,hindi_grammar_perturbed,prompt_adherence_perturbed,spelling_consistency_perturbed,overall_perturbed
57,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0
57,Qwen2.5-3B,3.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
57,Qwen2.5-7B,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
58,HingGPT,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
58,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0
58,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
58,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,5.0,3.0
59,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
59,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0
59,Qwen2.5-3B,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0
59,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,5.0,3.0
60,HingGPT,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
60,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
60,Qwen2.5-3B,3.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0
60,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
61,HingGPT,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0
61,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
61,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
61,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0
62,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
62,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0
62,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
62,Qwen2.5-7B,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0
63,HingGPT,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0
63,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
63,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
63,Qwen2.5-7B,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0
64,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
64,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
64,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0
64,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
65,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
65,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
65,Qwen2.5-3B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
65,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
66,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0
66,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,Qwen2.5-3B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
66,Qwen2.5-7B,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0
67,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
67,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
67,Qwen2.5-3B,3.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0
67,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
68,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0
68,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0
68,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
68,Qwen2.5-7B,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
69,HingGPT,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
69,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0
69,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
69,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0
70,HingGPT,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
70,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
70,Qwen2.5-3B,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0
70,Qwen2.5-7B,3.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0
71,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0
71,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
71,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
71,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0
72,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
72,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0
72,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0
72,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0
73,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
73,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
73,Qwen2.5-3B,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0
73,Qwen2.5-7B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
74,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
74,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
74,Qwen2.5-7B,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
75,HingGPT,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
75,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
75,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
75,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0
76,HingGPT,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0
76,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
76,Qwen2.5-3B,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
76,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0
77,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0
77,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0
77,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
77,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
78,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0
78,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0
78,Qwen2.5-3B,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
78,Qwen2.5-7B,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
79,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
79,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
80,HingGPT,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
80,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0
80,Qwen2.5-3B,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0
80,Qwen2.5-7B,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
81,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
81,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0
81,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
81,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0
82,HingGPT,4.0,5.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0
82,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,4.0
82,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
82,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0
83,HingGPT,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0
83,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,Qwen2.5-3B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0
83,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0
84,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
84,Phi-3.5-mini,3.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
84,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
84,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
85,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0
85,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,Qwen2.5-3B,4.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0
85,Qwen2.5-7B,4.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0
86,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0
86,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
86,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0
87,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0
87,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0
87,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
88,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
88,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
88,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
88,Qwen2.5-7B,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,2.0
89,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
89,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
89,Qwen2.5-3B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
89,Qwen2.5-7B,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0
90,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0
90,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0
90,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0
91,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0
91,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0
91,Qwen2.5-3B,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
91,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0
92,HingGPT,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
92,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0
92,Qwen2.5-3B,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0
92,Qwen2.5-7B,3.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0
93,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
93,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,5.0,3.0
93,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
93,Qwen2.5-7B,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
94,HingGPT,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
94,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
94,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
94,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
95,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
95,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
95,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,Qwen2.5-7B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
96,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
96,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
96,Qwen2.5-3B,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
96,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
97,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
97,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
97,Qwen2.5-3B,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
97,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
98,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
98,Qwen2.5-3B,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
98,Qwen2.5-7B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
99,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0
99,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0
99,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
99,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0
100,HingGPT,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
100,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0
100,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
101,HingGPT,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0
101,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
101,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
101,Qwen2.5-7B,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0
102,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0
102,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
102,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
102,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0
103,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
103,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
103,Qwen2.5-3B,3.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0
103,Qwen2.5-7B,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
104,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
104,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0
104,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0
104,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
105,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0
105,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
105,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
105,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0
106,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
106,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
106,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0
106,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0
107,HingGPT,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0
107,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0
107,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0
107,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0,5.0,3.0
108,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0
108,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0
108,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
108,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
109,HingGPT,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
109,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
109,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
109,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
110,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0
110,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,Qwen2.5-3B,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
110,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0
111,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0
111,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0
111,Qwen2.5-3B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
111,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0
112,HingGPT,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0
112,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0
112,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,3.0,5.0,3.0
112,Qwen2.5-7B,2.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0
113,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
113,Qwen2.5-3B,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
113,Qwen2.5-7B,3.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0
114,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0
114,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
114,Qwen2.5-7B,4.0,5.0,3.0,5.0,5.0,4.0,,,,,,
115,HingGPT,3.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0
