text,hindi_tokens,english_tokens,other_tokens,total_tokens,hindi_ratio,english_ratio,cmi,switches,is_code_mixed
wish u a very zain khan may god bless you with the best. stay blessed and unique as u r. hope ur life be filled with happiness nd fun only ❤ enjoy your day to the fullest &gt;&gt;&gt;,1,38,0,39,0.02564102564102564,0.9743589743589743,2.564102564102566,2,True
"Bhla na to many, Multan ajana ko le k",5,4,0,9,0.5555555555555556,0.4444444444444444,44.44444444444444,3,True
Congress ki pareshani yahi rahi ki importance unhe mili joh malai mein viswas rakhte the aur satta jaate hi gyaan batne lage. Aap jaise log congress ke liye hardwork kerte rahenge toh woh wapas khadi hogi aur yeh democracy ke liye jaroori bhi hai.,38,6,0,44,0.8636363636363636,0.13636363636363635,13.636363636363635,10,True
aur euro as pakistani rupees mai ho to pehle din mai zero,7,5,0,12,0.5833333333333334,0.4166666666666667,41.666666666666664,3,True
buenos das. feliz mircoles.🙋♀️🏡😷💋🌤🙃💕🙏🖖,1,3,0,4,0.25,0.75,25.0,1,True
ay behna tumhare liye ek virtual hug,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,1,True
"Ek hee zindgi mein jab 10 baar petrol mehnga ho jaye tou kaise khush rahoon mei hein? Apni CD 70 pr ghumne chala jaya krta tha woh bhi ni jaa sakta, her 5 min baad ghr wale dahi lene bhej dete hain, jab wapis ao tou Dhania yaad ajata hai unko kaise khush rahoon mein hein?©",47,6,0,53,0.8867924528301887,0.11320754716981132,11.32075471698113,8,True
s/o ka faida ni hota ni toh q na dy hum apko😂,8,4,0,12,0.6666666666666666,0.3333333333333333,33.333333333333336,5,True
i will talk about until we really get one,0,9,0,9,0.0,1.0,0.0,0,False
bass rishabh pant ka yahi shot dekhne k liye toh main cricket dekhti hu,11,3,0,14,0.7857142857142857,0.21428571428571427,21.42857142857143,6,True
memon apka to neela tika v koni,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,5,True
cong ka leader pappu hai ki party faltu hai bjp ka leader inch wala hai fir bhi saajish karne mein hamesha cong kamyab kaise ho jati hai,20,7,0,27,0.7407407407407407,0.25925925925925924,25.92592592592593,11,True
"That's all Devo's opinion, Kk wasn't wrong here. But agar teja ke side waise bhi koi nahi khel Raha tha to devo, rakhi unbiased hoke khel rahe hai to problem kya hai? Kk bhi gaya tha na rakhi k pass teja k liye mat khelo, mujhe support kro bolne so is that correct?",34,22,0,56,0.6071428571428571,0.39285714285714285,39.28571428571429,18,True
"main, excited nya pas tau kabar rerun 1.5 🤩",5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,3,True
raj has summed up sana's emotions beautifully and seedhe dil pe laga ye lyrics sunke 👏 tu yaheen hai sidharth ♾❤ but sab tera aww thank you so much tweet ka wait kar rahe hai par kaha🥺 everyone loves u &amp; misses u like hell ❤♾,18,25,0,43,0.4186046511627907,0.5813953488372093,41.860465116279066,11,True
Happy birthday Salman sir,1,3,0,4,0.25,0.75,25.0,2,True
"agreed that even gaurav arya does some propaganda, but isn't most part of it is true? isn't your nation suffering right now? isn't your economy down? also, tell me one industry or product that pakistan specifically has and offers to the world!",2,43,0,45,0.044444444444444446,0.9555555555555556,4.444444444444439,2,True
"UP mein mandi parishad inspector ka result ab tak nhi aya sir . it's been 2 ,3 years that exam held",8,11,0,19,0.42105263157894735,0.5789473684210527,42.10526315789473,6,True
Ab Tum bhi apne pechle tweet par aur Asiya Masih ki Himayat par kar lo.,12,3,0,15,0.8,0.2,19.999999999999996,5,True
"Abhi to ek bhi nahi, match time dekhte hain.",6,3,0,9,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
"Kabhi ye mat kah dena ki tu bhi modiji ka hi diya formula hai... sab modiji ka nahi hai, kuch to ledu ke liye chod do",23,3,0,26,0.8846153846153846,0.11538461538461539,11.538461538461542,6,True
yup.. ek pet krna hai.. but mummy be like.. tujhe paal rkha vo kam hai kya jo ek aur palna.. 🤕🤣,15,5,0,20,0.75,0.25,25.0,4,True
90s wale h hum vo or ye dono alg zamana h,7,3,0,10,0.7,0.3,30.000000000000004,5,True
Koi ladki mujhe shaadi kar ke apne saath le jao Siliguri se kuch din ke lye 😭😂🤕 I'm ready Neend bhi nahi aaraha aaj Din mein so lya tha Aise thand toh pehle kabhi nahi tha,31,5,0,36,0.8611111111111112,0.1388888888888889,13.888888888888884,4,True
"Mmmm..baby! I love you like crazy. I can't stop lick big candy and thinking about you. 😋😋😋 🍭🍭🍭 💦💦💦 🌋🌋🌋 I crave eat more your **, until you **.",3,22,0,25,0.12,0.88,12.0,4,True
ha nishant kya sai tha..jab teen log uske upar already the...aur fir bhi usne tujhe pagal diya tha..3vs 1 mein umar shine kiya aur inko lag raha hai teer maar diya. kya delusional log hai sai mein. ye bhi ek talent hai viewers choice umar riaz,38,9,0,47,0.8085106382978723,0.19148936170212766,19.14893617021277,15,True
Wazii. sisi hawa in a few,2,4,0,6,0.3333333333333333,0.6666666666666666,33.333333333333336,3,True
Woh sab jaanta hai isiliye kuch dil lar nhi leta ROAR LIKE SHER UMAR,12,2,0,14,0.8571428571428571,0.14285714285714285,14.28571428571429,2,True
Crude oil ka price ka complaint karne gaya hai Modiji ke pass,7,5,0,12,0.5833333333333334,0.4166666666666667,41.666666666666664,6,True
kar has jo ho bas placement mile aur bahar jaye khud sudhaar jayenge general jab naukri nhii milega tb kuch sudhar rhe kuch kabhi nhii sudharne wale kyunki hindu khatra me hai unke liye,29,5,0,34,0.8529411764705882,0.14705882352941177,14.70588235294118,10,True
"mere desh ke veer jawano ki par desh beshak hai💐 lekin, is desh ka nagrik hone ke nate mere man me ek sawal bhi hai? *ye hadse hamesha election se pehle hi q hote hai? *kiya iski enquiry hogi? ya ise bhi ke taraha bhula diya jaayga?",43,3,0,46,0.9347826086956522,0.06521739130434782,6.521739130434778,6,True
Govt pvt kya kregi chaiye ke liye bro,5,3,0,8,0.625,0.375,37.5,2,True
"05:48 Temp. 3.4C, Hum. 71%, Dewp. -2.5C, Bar. 1019.5 hpa, Rain Today 0 mm",4,4,0,8,0.5,0.5,50.0,3,True
"ye itni sundar jagah me rehke twitter ke se flirt kar raha batao, bhai bahar jao hariyali dekho thodi, baat karo ladki log se bacche wagerah karo",25,2,0,27,0.9259259259259259,0.07407407407407407,7.4074074074074066,4,True
2/2 aur bahr baitha hai dalal jo kahta hai aaiye hm sb karwa denge aapko kuch krna nahi prega 2000 lgega babu log ko bhi khilana prega na Corona time chal rha hai. Ab bataiye kaise milega is yojna ka labh. Aap to is sachai ka.,39,5,0,44,0.8863636363636364,0.11363636363636363,11.363636363636365,7,True
International Men's Day ki khushi me mujhe Gifts bhej dijiye,7,4,0,11,0.6363636363636364,0.36363636363636365,36.36363636363637,5,True
aisi wali to best nahi ho sakti,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,2,True
"because of debo/rashmi, was ready to take simbas eviction blame infront of salman. salman clearly said, no, it was not her fault.pratik kisi ki bhi nahi sunta wo apni karta hai,shamita sirf neha aur rajiv donon ko bachana chahti thi. salman again stating facts 🔥",24,23,0,47,0.5106382978723404,0.48936170212765956,48.93617021276596,10,True
pata kya mujhe lga ki me jawab kyun dun tujhe but pura week ek multibillion company ka paisa badha kr socha kuch ka gyaan bhi badha dun naam me patriot rkhne se koi nai ho jaata aapna naam likhne me sharam aati hai tension na le secular hun,41,7,0,48,0.8541666666666666,0.14583333333333334,14.583333333333337,14,True
Abbey opinion same hone se fact nhi ban jaata jahil,7,3,0,10,0.7,0.3,30.000000000000004,4,True
TE-BD21j-ltdpnk 5 ® Bluetooth Snapdragon Sound © 45 aptX Adaptive aptX Voice © ©,4,6,0,10,0.4,0.6,40.0,3,True
boxes konse tick kar liye,3,2,0,5,0.6,0.4,40.0,3,True
my twitter isn t refreshing saare kal ke tweets repeat ho rahe hain,6,7,0,13,0.46153846153846156,0.5384615384615384,46.15384615384615,3,True
Aise bol rhe kaise private job walo ki to hoti hi nahi,10,2,0,12,0.8333333333333334,0.16666666666666666,16.666666666666664,2,True
"bhenchod agar log aise baat karte hai, toh mera on top hi accha hai",12,2,0,14,0.8571428571428571,0.14285714285714285,14.28571428571429,2,True
Woh dikh raha kaun kar raha u ppl are insulting Virat. Abe hogaya sack duniya ka Pehla player hy? Toxicity se Baaz nhi aate bus sabko Rohit Virat Dhoni se matlab hy Team se dua karo team k liye Achcha faisla ho Virat as player strong wapis aaye faltu ki trading.,36,15,0,51,0.7058823529411765,0.29411764705882354,29.411764705882348,17,True
"Madam, aap bhul jayenge ye soch kr giraya bhi nhi tha ... Agli baar Mandir tod kr kuch banane ke pehle yaad rakhiyega ... Aur Musalman secularism ki baat krte accha nhi lgta, to ye drama rehne dein, badi meharbani hogi...",33,6,0,39,0.8461538461538461,0.15384615384615385,15.384615384615385,9,True
"Zara ramayan , mahabharat geeta Veda ki history hi bata do kab likhi gai ?? ..koi proof b dena ..bakchodi mat krna",17,3,0,20,0.85,0.15,15.000000000000002,4,True
ab to yeh responsibility google ne bhi le li hai search na karne par bhi google news me to aa hi jata hai,18,5,0,23,0.782608695652174,0.21739130434782608,21.739130434782606,6,True
i salute the cab driver who didn t even touched or abused her even when beaten with slaps he earned our respect but aisa garibo ke sath hi kyu karte hai yeh log pichli bar zomato delivery boy abhi ye cab driver kal ko koi aur kab tak chalta rahega ye,23,28,0,51,0.45098039215686275,0.5490196078431373,45.09803921568627,7,True
behen meine glimpse ka bola tha khair agar apko cheez ko galat way mein portray karna hain toh apki baat hain,18,3,0,21,0.8571428571428571,0.14285714285714285,14.28571428571429,6,True
Mai nahi hu na! Technology samajhta hu aur gaali apne ghar pe ja ke de kyuki mere ko tere se zyada badi badi aati hai!,22,3,0,25,0.88,0.12,12.0,3,True
employment ki se kuch kaam nahi hai toh jaake ventilator ya oxygen cylinder dhoond lo bhai is time peh trolling acha nahi save it later during acche din,17,11,0,28,0.6071428571428571,0.39285714285714285,39.28571428571429,11,True
allah ap ko khush rakhy ...aur bilkul pahly ki tarh himmat dy ta k ap cricket k relative sb sy pahly hum ko news dy sky ❤,19,7,0,26,0.7307692307692307,0.2692307692307692,26.923076923076927,7,True
rude hu pata nahi mujhe reply kab milega,6,2,0,8,0.75,0.25,25.0,3,True
"A wise man once said, Summa cum laude. Cum very laude.",0,11,0,11,0.0,1.0,0.0,0,False
hahah hindu satan beta hai aik din chota hai india,7,3,0,10,0.7,0.3,30.000000000000004,3,True
aalam qureshi nargis renu pal khan lagta h ab aurangzeb aayega,7,4,0,11,0.6363636363636364,0.36363636363636365,36.36363636363637,6,True
"yaar teja itna naa use apne peche, larke bhaga krte itna😅 karan really likes her i hope wo accept kr le.",12,8,0,20,0.6,0.4,40.0,3,True
ab soch rhe hu....kisse ne se dekha ki....naman ne kuch padha...hansa aur chai geere...ouchhhh 😬😬😬😬.... tumhaari raksha kare....mata rani ke kaher se😟😟😟😩😩😩🙏🙏🙏 *btw woh apne baad wale pic bhi upload kr dena😜😂😂😂😂😂,30,4,0,34,0.8823529411764706,0.11764705882352941,11.764705882352944,5,True
iss mein guruji ka n deserve nehi karta . we techies can understand,6,6,0,12,0.5,0.5,50.0,3,True
"maine sirf 50 din mange hai. dec 30 tak mujhe mauka dijiye agar uske baad koi meri kami reh jaye, koi meri galti nikal jaye, ap jis par mujhe khada karenge, main khada hokar desh jo saza karega use k liye taiyar hoon. phir kya hua pata hi hai..",44,3,0,47,0.9361702127659575,0.06382978723404255,6.382978723404253,4,True
Tu hain. Full day mein 30 minutes aana offline hi hota hain,6,5,0,11,0.5454545454545454,0.45454545454545453,45.45454545454546,6,True
azhar na maza nahi aya koi acha joke maro ese joke apne abu ji ke liye rakhe,15,2,0,17,0.8823529411764706,0.11764705882352941,11.764705882352944,4,True
log kripya humare dharm pe gyaan na dein. aur agar hindu nahi hain to maharana pratap aur kshatriya ka tag lagana chhor dein.,20,3,0,23,0.8695652173913043,0.13043478260869565,13.043478260869568,6,True
Abe jaldi kar mere packup ka time ho raha hai mujhe ghar jana hai,12,2,0,14,0.8571428571428571,0.14285714285714285,14.28571428571429,4,True
maja aa gaya kal ke lf mein ......... can't stop my laughing 😂😂😂😂😂😂,6,6,0,12,0.5,0.5,50.0,3,True
aix d'avui s un cum laude per la . usem-ho!,5,6,0,11,0.45454545454545453,0.5454545454545454,45.45454545454546,7,True
ficus bro sabke saamne galiya thodi dunga,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,1,True
"Ye sabko pehle din se pata hai, lekin bjp ke log kabhi sach kabul nahi karte, aur kabhi crime karke maante nahi, ye prove ho gaya. Just like hathras.",21,8,0,29,0.7241379310344828,0.27586206896551724,27.586206896551722,9,True
Achcha kiya clear kiya.. Dosto maaro matt use.. abhi to bahot kuch dekhna baki,12,2,0,14,0.8571428571428571,0.14285714285714285,14.28571428571429,4,True
"narendra modi's tweets today have an average of 3000 likes . looks like his rejection has come a bit too early on twitter , specially with millions of fake followers .",2,26,0,28,0.07142857142857142,0.9285714285714286,7.14285714285714,1,True
"May the joy that you give others come back to you on this special day. Wish you a very Happy Birthday ajeetwa... You are a talented guy, work hard achieve your success. And yes kitna bhi Buddha mere dosti ka sath kabhi na chhodna. Your friendship means a lot to me.",10,41,0,51,0.19607843137254902,0.803921568627451,19.6078431372549,6,True
nae nae main kaha asli fan tou aap hein jab pakistan jeet gya west indies sey tb ap ne bola aaj hum gey lol,19,5,0,24,0.7916666666666666,0.20833333333333334,20.833333333333336,8,True
vaise tujhe kabhi jrurt pdi nai kyuki tu bahut hi strong hai and apne saare khud hi nipta leti bad wala,18,3,0,21,0.8571428571428571,0.14285714285714285,14.28571428571429,6,True
humesha ke liye our best friend sushant,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,2,True
Bhai aap report karo wo account pe ki aapki profile pic use karke koi galat tweets kar raha hai kal k din kuch bhi likhega wo aisa raha to,24,5,0,29,0.8275862068965517,0.1724137931034483,17.24137931034483,8,True
"always nice to be back at my place in espanola, . i walk to the gurdwara every morning and sing my banis. then i get to look at this beautiful land from my front deck. my new song is out now. sat nam, guru shabad singh",5,40,0,45,0.1111111111111111,0.8888888888888888,11.111111111111116,5,True
okkkkkkk...... Mere 1k followers to hoye nhi but meko yhi btana tha,8,3,0,11,0.7272727272727273,0.2727272727272727,27.27272727272727,4,True
"Messages for People's, especially President of Narendra Modi with Modiji's party Relative... And Salute Before President of Manik Sarkar(CPIM).",7,15,0,22,0.3181818181818182,0.6818181818181818,31.818181818181824,7,True
yeh log pagal hai bhai! agar paid promotion hota toh had to pehle shuru ho gaya hota! aur dusro baat in logo ne nahi dekha ke koi bhi producer nahi hai iske???? toh kyu galti mein log apna dimaag chaka rahe hai?,33,9,0,42,0.7857142857142857,0.21428571428571427,21.42857142857143,12,True
apko kaise pata don't mess with umar,4,4,0,8,0.5,0.5,50.0,2,True
is so smart. Usko sab pata chal gaya,5,3,0,8,0.625,0.375,37.5,1,True
u mean ur happiness is there.. but u can't reach it urself ur partner is even more clueless...🧐 aisa kuch nahi hai ..❤ it's all in our hands 😎,5,24,0,29,0.1724137931034483,0.8275862068965517,17.24137931034483,2,True
"tere bhai log hai iss liye kya, hindu hote toh zeher saanp ki tarah",12,2,0,14,0.8571428571428571,0.14285714285714285,14.28571428571429,4,True
"🏏 only pakistani to score 10,000 test runs 💯 34 hundred - most by pakistani batter 🤩 a record 5 fourth-innings test hundreds 🏆 winning captain in 2009 t20 world cup happy birthday to legend younis khan, who turns 44 today! 🥳",1,31,0,32,0.03125,0.96875,3.125,2,True
"Norway me a colleague of mine , mote se bacche ko dekh ke ale ale karte hue gaal kheench liye uske, uski maa bhadak gayi buri tarah, police bula li usne",22,8,0,30,0.7333333333333333,0.26666666666666666,26.66666666666667,7,True
Tu mujhe boring bula rahi hai?,5,1,0,6,0.8333333333333334,0.16666666666666666,16.666666666666664,2,True
ok so aaj pura fam toxic solos bane hai and hum wahi kar rahe hai jo toxic solos karte hai...tum bhi ban jao ek pls join teja solos and don't go to coz they are biased sweepers 😤,19,20,0,39,0.48717948717948717,0.5128205128205128,48.71794871794872,10,True
"So a family rejected my proposal because my father is deaf and mute by birth aur hamaray bachon mein ye masla na a jaye. ABAY HUM 4 BEHAN MEIN NA HUA AISA, BOL BOL K DUNYA KO MUSHKIL MEIN DAALA HUA HAI AUR TUM LOGON KI BAKWAS BATEIN NAHI KHATAM HOTI HAIN",34,17,0,51,0.6666666666666666,0.3333333333333333,33.333333333333336,5,True
my twitter family parents saleem spouse children kyun via,2,7,0,9,0.2222222222222222,0.7777777777777778,22.22222222222222,4,True
mai ek raat so kya gya tumne mera comment section,7,3,0,10,0.7,0.3,30.000000000000004,3,True
kk just said ''teju tujhe pata hai na mera sara samaan kidhar hai ? i am not ready for this conversation,11,9,0,20,0.55,0.45,44.99999999999999,3,True
